,id,description
269,38226922,"<strong>Обязанности:</strong> <ul> <li>Защита интересов в правоохранительных органах, гос.органах и др.</li> <li>Работа с юридическими и физическими лицами-клиентами компании</li> <li>Ведение уголовных, гражданских, арбитражных, административных дел. Представительство в арбитражных судах и судах общей юрисдикции.</li> </ul> <strong>Требования:</strong> <ul> <li>Действующий статус адвоката</li> <li>Членство в АП г. Москвы или АП Московской области</li> <li>Ответственность, высокая работоспособность, ориентированность на результат, умение отстаивать свою точку зрения, мобильность.</li> </ul> <strong>Условия:</strong> <ul> <li>комфортабельный офис расположен в центре Москвы на Садовом кольце, в шаговой доступности от м. Проспект Мира</li> <li>юридическая компания является независимой и автономной, поток клиентов (30-50 человек в день) организован посредством собственного call-центра</li> <li>регулярная выплата заработной платы</li> <li>график работы 5/2, время работы офиса с 10.00 до 19.00</li> </ul>"
270,39113311,"<p>Natanzon Smart Design, современная, динамично развивающаяся компания. Занимается более 20 лет проектированием и строительством коттеджей, созданием уникальных дизайнерских интерьеров<strong>, </strong>работает по всей России. Создает уникальные архитектурные и дизайнерские решения для частных домов и квартир.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Подбор и закупка материалов.</li> <li>Поиск и налаживание контактов с поставщиками.</li> <li>Умение общаться с заказчиком.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Предпочтителен опыт в закупках.</li> <li>Желателен опыт работы в CRM (если нет, всему научим).</li> <li>Нацеленность на результат.</li> <li>Наличие вкуса и понимание своего дела.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Конкурентная заработная плата (сдельная).</li> <li> <p>Профессиональное развитие.</p> </li> <li> <p>Удаленная работа (с возможными выездами к заказчикам)</p> </li> </ul> <p>Мы предоставляем <strong>проекты</strong> - вы формируете <strong>результаты</strong>!</p>"
271,38244692,"<strong>Обязанности:</strong> <ul> <li> <p>Проверка договоров на ключевые условия, на согласованность условий</p> </li> <li> <p>Наполнение договоров типовыми условиями, проверка по чек-листам, подготовка стандартных договоров</p> </li> <li> <p>Сопровождение M&amp;A операций в команде: обмен NDA, работа с VDR, организация Due Diligence</p> </li> <li> <p>Подготовка стандартных корпоративных документов: решения, уставы, доверенности</p> </li> <li>Подготовка документов для нотариусов, патентных проверенных, переводческих агентств, иных провайдеров, для государственной регистрации сделок</li> <li>Сопровождение государственной регистрации (корпоративка, недвижимость, обременения объектов)</li> <li>Взаимодействие с иностранными сервис-провайдерами устно и по email</li> <li>Организация внутреннего документооборота, хранения и учета документов</li> <li>Контроль статуса исполнения договоров и задач, time management</li> <li>Перевод писем, обращений, юридических документов на / с иностранных языков (английский + французский, если есть)</li> <li>Ознакомление с материалами дел в судах</li> <li>Анализ судебной практики в правовых системах</li> <li>Подготовка информационных Legal Alerts по заданным направлениям</li> </ul> <p><strong>Опыт, образование </strong></p> <ul> <li>Опыт работы от 2 лет, обязательно с английским языком</li> <li>Английский язык <strong>excellent (НЕ НИЖЕ!!!)</strong>, дополнительное преимущество – французский язык</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее юр образование МГЛУ, МГЮА, МГУ является преимуществом</li> <li> <p>Высокий средний бал диплома</p> </li> <li>Дипломы / сертификаты международных школ являются преимуществом</li> <li> <p>Грамотная устная и письменная речь</p> <p>Адаптивность, отличная коммуникация</p> </li> <li> <p>Уверенное владение MS Offiсe, преимущества: владение Visio и слепым методом печати</p> </li> <li>Готовность время от времени работать сверхурочно</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Оформление по ТК</li> <li>Испытательный срок: 3 мес</li> <li>Ежегодная медицинская страховка за счет работодателя.</li> <li>Место нахождения офиса: Москва, центр города</li> </ul>"
272,38255652,"<strong>Обязанности:</strong> <ul> <li>Подготовка к школе для детей 3-7 лет;</li> <li>Раннее развитие 1-3 года;</li> <li>Дополнительные занятия на выбор: английский язык, логоритмика, ментальная арифметика, логопед, шахматы.</li> </ul> <strong>Требования:</strong> <ul> <li>Профильное образование;</li> <li>Опыт работы от 1 года;</li> <li>Знание педагогических методик;</li> <li>Знание возрастной психологии;</li> <li>Умение слышать и чувствовать ребенка.</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в клубе на <strong>м. Нагатинская, Царицыно;</strong></li> <li>Частичная занятость;</li> <li>Полное обеспечение расходными материалами;</li> </ul>"
273,39112707,"<p><strong>Компания «Инфосистемы Джет» — одна из крупнейших ИТ-компаний в России и СНГ.</strong></p> <p>Подразделение консалтинга, разработки и внедрения ПО за год выполняет более 300 проектов в области CRM, лояльности, клиентского опыта, интеграционных решений, ускорения Time to Market (QA/CI/CD/DevOps), Big Data, Data Lake и машинного обучения.</p> <p>Мы сотрудничаем с такими компаниями, как Группа «М.Видео-Эльдорадо», НСПК, Сбербанк, Вымпелком, Ак Барс Банк, УРАЛСИБ Банк, Банк СОЮЗ, Рив Гош, НЛМК, Контрол Лизинг, Век Живи, Сбербанк,Московская Биржа, Утконос, Мультикарта и другими.</p> <p>Мы приглашаем в свою команду <strong>Специалиста по ручному функциональному тестированию</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Проведение ручного функционального тестирования</li> <li>Обнаружение, документирование и отслеживание дефектов</li> <li>Работа с тестовой документацией</li> <li>Взаимодействие с разработчиками и заказчиками</li> <li>Проведение интеграционного тестирования, сопровождение релизов</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы в тестировании от 2 лет</li> <li>Опыт интеграционного тестирования от 2 лет</li> <li>Опыт написания тест-кейсов, чек-листов, тест-планов</li> <li>Опыт работы с Jira, Confluence</li> <li>Опыт работы в продуктовой команде</li> <li>Опыт тестирования API (Rest/Soap)</li> <li>Знание SQL и БД на ХОРОШЕМ УРОВНЕ</li> <li>Знание видов тестирования, их практический опыт применения в работе</li> <li>Знание и применение техник тест-дизайна</li> <li>Понимание принципов работы клиент-серверной архитектуры</li> <li>Знание QA методологий и лучших практик</li> </ul> <p> </p> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>График работы 5/2, <strong>удаленная работа</strong></li> <li>Оформление по ТК РФ;</li> <li>Оклад + бонусы по проектам;</li> <li>Возможности для профессионального роста (внешнее и внутреннее обучение, сертификация);</li> <li>Возможность изучать английский язык за счет компании;</li> <li>Корпоративные скидки на фитнес;</li> <li>Оформляется ДМС для сотрудников;</li> <li>Работу в команде профессионалов с возможностью карьерного роста;</li> <li>Дружелюбную атмосферу внутри компании;</li> </ul>"
274,38829344,"<p><strong>Обязанности:</strong></p> <ul> <li>Прослушивание и оценка записей разговоров менеджеров отдела продаж с клиентами;</li> <li>Проверка правильности ведения сотрудниками карточки клиента и сделки;</li> <li>Контроль переписки между клиентами и сотрудниками компании;</li> <li>Выявление отклонения от регламентов в работе сотрудников;</li> <li>Ведение ежедневной/еженедельной/ежемесячной статистики и отчетности по работе сотрудников компании;</li> <li>Предоставление развернутой обратной связи;</li> <li>Анализ клиентской базы, выявление перспективных клиентов для работы.</li> <li>Оценка объемов продаж конкретным клиентам, изучение спроса клиента, поиск новых точек увеличения оборота.</li> <li>Оценка текущих сделок компании, анализ поставщиков, поиск ошибок в расчетах, сделанных при составлении коммерческих предложений и их устранение.</li> </ul> <strong>Требования:</strong> <ul> <li>Опытный пользователь ПК;</li> <li>Умение обрабатывать, структурировать и анализировать большой объем информации;</li> <li>Нацеленность на результат, сильные навыки планирования и постановки задач;</li> <li>Внимательность, скрупулезность;</li> <li>Умение планировать и организовывать свой рабочий день.</li> </ul> <p><strong>Преимущества работы в нашей компании:</strong></p> <ul> <li>Работа в стабильной и развивающейся компании.</li> <li>Своевременные выплаты заработной платы (<em><strong>у нас ни разу не задерживали з/п</strong></em>).</li> <li>Заработная плата будет обсуждаться с финальным кандидатом и прописываться в оффере.</li> <li>Оформление по ТК РФ с первого рабочего дня, оплачиваемые отпуска и больничные.</li> <li>График работы:<strong> 5/2 с 09:00 до 18:00 (пятница до 17:00) У</strong><em><strong>даленно.</strong></em></li> <li>Развитая корпоративная культура (персональный тренер по йоге / персональный тренер по бегу и многие другие корпоративные мероприятия).</li> <li>Молодой, творческий коллектив, позитивная и дружная атмосфера.</li> </ul>"
275,38255756,"<strong>Обязанности:</strong> <ul> <li> <p>продумывать интересные игровые локации для мобильной игры про приключения и исследования, начиная с черновых схем и заканчивая финальной сборкой;</p> </li> <li> <p>воплощать сюжеты, написанные геймдизайнерами, и предлагать собственные идеи развития истории для новых глав;</p> </li> <li> <p>соблюдать единство игрового мира, его логичность и соответствие лору игры, передавать нарратив через окружение;</p> </li> <li> <p>генерировать дополнительный контент и фичи, чтобы удивлять игроков и не дать им заскучать;</p> </li> <li> <p>прорабатывать баланс прохождения уровней;</p> </li> <li> <p>работать в команде с другими разработчиками (геймдизайнерами, программистами и художниками);</p> </li> <li> <p>вести проектную документацию, ставить задачи на разработчиков, креативить концепты.</p> </li> </ul> <strong>Что мы ждем от кандидата:</strong> <ul> <li> <p>опыт создания новых миров, в которых захочется провести долгие часы и изучить каждый закоулок;</p> </li> <li> <p>опыт работы над левел-дизайном окружений;</p> </li> <li> <p>богатый игровой опыт, любовь к играм как к таковым и умение выступать в роли как игрока, так и геймдизайнера при игре в них;</p> </li> <li> <p>понимание того, как вообще работают мобильные фритуплейные игры;</p> </li> <li> <p>стремление развиваться и развивать других</p> </li> </ul> <p><strong>Что нужно уметь:</strong></p> <ul> <li>следить за рынком игр, анализировать и декомпозировать их, применяя лучшие практики в своей работе;</li> <li>презентовать свои мысли, логически их аргументировать, уметь слушать и понимать мысли других;</li> <li>писать документацию так, чтобы можно было понять, что ты хочешь и зачем все это надо;</li> <li>давать и воспринимать конструктивную критику, и не впадать в уныние, если приходится всё переделывать с нуля;</li> <li>самоорганизовываться и самоорганизовывать других.</li> </ul>"
276,36783102,"<p>В связи с активным ростом числа и географии проектов &quot;WILDBERRIES&quot; в поиске талантливого коллеги на позицию <strong>Data Scientist.</strong></p> <p> </p> <p><strong>Что нужно будет делать:</strong></p> <ul> <li>Поиск и анализ скрытых закономерностей в больших массивах данных, предиктивная аналитика;</li> <li>Дизайн, разработка и тюнинг моделей машинного обучения.;</li> <li>Анализ предметной области, построение и проверка гипотез;</li> <li>Визуализация результатов;</li> <li>Участие в аналитических проектах и исследованиях.</li> </ul> <p> </p> <p><strong>Что для нас важно:</strong></p> <ul> <li> <p>Высшее математическое или физическое образование;</p> </li> <li> <p>Опыт работы хотя бы с одним ML-фреймворком (tensorflow, sklearn,keras и т.д.);</p> </li> <li> <p>Опыт работы с базами данных SQL/NoSQL;</p> </li> <li>Знание основных методов ML, метрик оценки качества модели.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li> <p>Понимание принципов работы сетевых протоколов;</p> </li> <li> <p>Наличие научных работ, участие в профильных соревнованиях (Kaggle).</p> </li> </ul> <p> </p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Сложные и интересные проекты (участие также и с нуля).</li> <li>Возможности для профессионального развития и роста.</li> <li>Участие в конференциях, Meetups и Tech Talks.</li> <li>Позитивная атмосфера и дружный коллектив.</li> </ul> <p><strong>Офис в БЦ «Куликовский»</strong></p> <ul> <li>Просторный open-space с панорамными окнами в 5 минутах от метро.</li> <li>Социальная инфраструктура, прекрасный парк в пешей доступности.</li> <li>Современное «Железо» на выбор для эффективной работы.</li> <li>Мягкие зоны на этажах, релакс-зона на мансарде.</li> </ul> <p><strong>Корпоративные бонусы</strong></p> <ul> <li>Полная компенсация питания, фрукты и снеки, ароматный чай и кофе.</li> <li>Возможность гибкого начала рабочего дня.</li> <li>Скидки на продукцию компании, пункт самовывоза в офисе.</li> <li>Футбольный и волейбольные клубы.</li> <li>Утренние практики вместе с клубом WBYoga.</li> <li>Корпоративные скидки на английский и в фитнес-клубы рядом с офисом.</li> </ul>"
277,38076898,"<p>Российская компания ООО «Инкоро» занимается производством и разработкой медицинских изделий. Компания начала свою деятельность в 2016 году, став резидентом «Технополиса «Москва»». В конце 2018 года компания получила статус резидента Особой экономической зоны. На данный момент компанией запущено производство изделий для урологии.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Контроль качества изготавливаемых изделий в соответствии с эталонами;</li> <li>Заполнение технологической документации;</li> <li>Поддержание чистоты и порядка на рабочем месте.</li> </ul> <strong>Требования:</strong> <ul> <li>Обучаемость, проактивность, внимательность, ответственность;</li> <li>Устойчивость к выполнению однообразной работы;</li> <li>Развитая мелкая моторика (так как будет необходимо работать с изделиями малого размера);</li> </ul> <strong>Условия:</strong> <ul> <li>График работы: 5/2 с пн по пт;</li> <li>Регулярные медицинские осмотры, получение санитарной книжки;</li> <li>Испытательный срок – 2 месяца;</li> <li>Уровень месячного дохода – от 35000 рублей. Питание оплачивается дополнительно.</li> </ul> <p> </p>"
278,38384453,"<strong>Обязанности:</strong> <ul> <li> <p>финансовое планирование (подготовка еженедельных планов платежей, годового БДДС);</p> </li> <li> <p>подготовка финансовых моделей, бюджетов проектов, ТЭО;</p> </li> <li> <p>составление управленческой отчетности;</p> </li> <li> <p>сопровождение кредитных договоров и договоров лизинга;</p> </li> <li> <p>ведение банк-клиентов в полном объеме (Сбербанк, Ситибанк);</p> </li> <li> <p>работа с зарплатным проектом;</p> </li> <li> <p>валютные платежи, открытие паспортов сделки и прохождение валютного контроля;</p> </li> <li> <p>размещение депозитов и неснижаемых остатков;</p> </li> <li> <p>открытие расчетных счетов;</p> </li> <li> <p>выгрузка в бухгалтерские базы банковских выписок и контроль аналитики;</p> </li> <li> <p>контроль остатков денежных средств на счетах;</p> </li> <li> <p>подготовка ежедневных отчетов, ежемесячной отчетности по движению денежных средств, план-фактный анализ, контроль исполнения бюджета;</p> </li> <li> <p>участие в автоматизации на базе 1С-ERP</p> </li> </ul> <strong>Требования:</strong> <ul> <li>высшее экономическое/математическое образование</li> <li> <p>отличное знание Excel</p> </li> <li> <p>продвинутый пользователь 1С, MS Office</p> </li> <li> <p>знание основ бухгалтерского и управленческого учета, финансового анализа, бюджетирования</p> </li> <li> <p>опыт моделирования и разработки новых отчетных форм в Eхсеl обязателен</p> </li> <li> <p>знание финансового английского языка (как преимущество)</p> </li> <li> <p>высокая работоспособность, стрессоустойчивость, аналитический склад ума, системный подход в работе</p> </li> <li> <p>способность генерировать и предлагать новые идеи/формы/алгоритмы, реализовывать их</p> </li> <li> <p>готовность к высокому темпу работы.</p> </li> </ul> <strong>Условия:</strong> <ul> <li>работа в комфортном офисе (зп 60 000 по результатам собеседования)</li> <li>официальное трудоустройство, соц. гарантии, испытательный срок -3 мес.</li> <li>офис недалеко от м Технологический институт, Балтийская</li> <li>дружный коллектив</li> </ul>"
279,38231598,"<p>Во Всероссийскую политическую Партию &quot;Партия дела&quot; требуется специалист пресс-службы.</p> <p>Обязанности:</p> <p>- ведение сайта и социальных сетей (Facebook, «Вконтакте», Twitter, «Одноклассники», Instagram);<br />- принимать участие в разработке стратегии продвижения в указанных социальных сетях;<br />- создание уникального контента для сайта, освещение мероприятий;<br />- мониторинг упоминания партии в федеральных и региональных СМИ и социальных сетях;<br />- подготовка контента для СМИ;<br />- принимать участие в организации и проведении мероприятий.</p> <p>Требования:</p> <ul> <li>Высшее образование (журналистика, PR);</li> <li> <p>Умение писать статьи, отзывы, пресс-релизы;</p> </li> <li> <p>Знание механизмов продвижения в социальных сетях ;</p> </li> <li> <p>Знание Adobe Photoshop, Adobe illustrator, HTML;</p> </li> <li> <p>Грамотный русский язык!</p> </li> </ul> <p>Условия:</p> <ul> <li>Соблюдение ТК РФ в полном объеме;</li> <li>Офис около станции метро &quot;Крылатское&quot;;</li> <li>Достойный уровень заработной платы обсуждается индивидуально на собеседовании с успешным кандидатом;</li> <li>Дружный коллектив, интересные задачи.</li> </ul>"
280,37920605,"<p><strong>ООО «ВБ-Сервис»</strong> - это компания с именем и репутацией, которые говорят сами за себя. Это достигается, прежде всего, серьёзным подходом к подбору кадров. Мы высоко ценим профессионализм, ответственность наших сотрудников, ведь <strong>ООО «ВБ-Сервис»</strong> - это коллектив единомышленников, разных по возрасту, профессии и опыту работы. Мы уделяем большое внимание обучению, повышению уровня квалификации, сертифицированию кадров.</p> <p>Наши достижения - это двадцатилетний результат работы всей большой команды, которые объединены общими ценностями и идеалами.</p> <p>Поэтому мы обеспечиваем нашим кадрам стабильный рост и реализацию по профессии, поддержку со стороны коллектива, полный социальный пакет.</p> <p><strong>ОСНОВНЫЕ ФУНКЦИИ И ОБЯЗАННОСТИ:</strong></p> <ul> <li>Погрузочно-разгрузочные работы;</li> <li>Сборка-разборка, расстановка мебели;</li> <li>Работа на складе;</li> <li>Обслуживание выездных мероприятий.</li> </ul> <p><strong>НЕОБХОДИМЫЕ НАВЫКИ:</strong></p> <ul> <li>Среднее профессиональное образование;</li> <li>Опыт работы по специальности не менее 2-х лет;</li> <li>Личные качества: исполнительность, внимательность, ответственность, пунктуальность, трудолюбие, опрятный внешний вид.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство, согласно ТК РФ;</li> <li>График работы 5/2 с предоставлением выходных по &quot;скользящему графику&quot;;</li> <li>Заработная плата 55 000,00 руб.;</li> <li>Социальный пакет (ДМС, материальная помощь, доп.оплачиваемые отпуска, премирование и т.д.);</li> <li>Возможность профессионального и карьерного роста.</li> </ul>"
281,38409390,"<p>Мы амбициозная и активно набирающая обороты компания. Основная сфера деятельности — продажа металлопроката на строительные объекты по всей России. Работаем в сегментах B2B и B2C.</p> <p>В связи с развитием приглашаем на работу менеджера по продажам, целеустремленного, желающего продавать и зарабатывать.</p> <p>Сейчас мы ищем в свою команду активного, ответственного, желающего расти и развиваться вместе с нами <strong>менеджера по продажам металлопроката </strong></p> <p><strong>В нашем понимании успешный кандидат:</strong></p> <ul> <li>Имеет опыт успешных холодных продаж</li> <li>Обладает навыками эффективных телефонных переговоров;</li> <li>Знает рынок металлопроката;(если, нет опыта, обучим)</li> <li>Харизматичен, трудолюбив и активен;</li> <li>Настроен на достижение результатов и, как следствие, получение высокой заработной платы!</li> </ul> <p><strong>Чем вам предстоит заниматься:</strong></p> <ul> <li>Телефонные продажи на ВХОДЯЩЕМ трафике, активная работа с теплой клиентской базой;</li> <li>Каждодневная работа с клиентами: выявление потребностей, прием и обработка заказов, работа с возражениями, заключение договоров;</li> <li>Работа CRM-систем- Битрикс24</li> <li>Контроль оплаты</li> <li>Ведение отчетности.</li> </ul> <p><strong>Что мы ожидаем от вас:</strong></p> <ul> <li>Успешный опыт продаж от года (Вы хотите научиться продавать и много зарабатывать? Рассмотрим целеустремленных кандидатов с горящими глазами без опыта работы в металлопрокате);</li> <li>Знание ПК (MS Office, WhatsApp, Viber, Google диск, Google документы);</li> <li>готовность работать с возражениями, к жестким переговорам;</li> <li>приветствуются личные качества: гибкость, обучаемость, позитив, жажда работать на результат.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>пятидневная рабочая неделя (с 9.00 до 18.00);</li> <li>работа полностью удаленная</li> <li>обучения продажам, продукту, переговорам, система наставничества;</li> <li>перспективы карьерного и материального роста (старший менеджер/РОП);</li> <li>молодой, дружный коллектив. Мобильное и адекватное руководство.</li> <li>Оформление по договору оказания услуг</li> </ul> <p>Тест на внимательность: начните сопроводительное письмо со слов — «Я хочу продавать металлопрокат в вашей компании, потому что...»</p> <p> </p>"
282,46277360,"<p>Преподаватель в онлайн-школу для детей</p> <p><strong>Айтигенио - динамично развивающаяся на мировом рынке образовательная онлайн-школа.</strong></p> <p><strong>Мы обучаем детей и подростков от 5 до 18 лет онлайн из любой точки мира. </strong></p> <p>Мы учим ребят на Scratch, Python, HTML+CSS, JavaScript, Java, C#, С++, GameMaker, Unity, Minecraft.<br />Из творческих направлений мы преподаем Photoshop, Illustrator, анимацию в After Effects и Anime studio, видеомонтаж и 3D-моделирование и многое другое.</p> <p>В связи с ростом количества учеников, нашей команде не хватает активных, амбициозных преподавателей.</p> <p> </p> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>интересную работу в дружном молодом коллективе</p> </li> <li> <p>гибкий график удаленной работы, благодаря которому Вы сможете работать в таком режиме, который удобен для Вас.</p> </li> <li> <p>достойную оплату труда</p> </li> </ul> <p> </p> <p><strong>Поэтому если Вы:</strong></p> <p>• преподаватель, который увлекается программированием</p> <p>• программист, который хотел бы делиться знаниями с подрастающим поколением</p> <p>• учитель информатики или математики, который хочет мотивированных учеников и не любит школьную бюрократию</p> <p>• студент, который разбирается в основах программирования и имеет опыт общения с детьми</p> Мы ждем Вас в нашей команде! <p> </p> <p><strong>Требования:</strong></p> <p>• коммуникабельность: Вы не зажаты и можете общаться по любым темам со взрослыми и детьми</p> <p>• опыт преподавания (или большой опыт общения с детьми)</p> <p>• терпеливость и любовь к детям</p> <p>• мощный компьютер/ноутбук и отличный интернет</p> <p>• открытость новым знаниям и желание саморазвиваться</p> <p>• готовность работать от 20 часов в неделю</p>"
283,38602260,"<p>Компания &quot;Аксиома&quot; – лидер сопровождении малого и среднего бизнеса. Мы помогаем закрывать любые сферы, не связанные с основным видом бизнеса (закрываем потребности бизнеса в автоматизации, юридическом и налоговом сопровождении). Нам требуются активные сотрудники в новый отдел продаж.</p> <p><strong>Обязанности:</strong></p> <p> </p> <p>•Активные продажи услуг для бизнеса</p> <p>•Ведение переговоров по телефону и скайпу</p> <p>•Деловая переписка по электронной почте, в соцсетях и мессенджерах</p> <p>•Заключение договоров с потенциальными клиентами</p> <p>•Ведение потенциальных клиентов в CRM</p> <strong>Требования:</strong> <ul> </ul> <p>•Знание ПК на уровне пользователя</p> <p>•Грамотная устная и письменная речь</p> <p>•Опыт продаж необязателен, важно желание стать классным и востребованным менеджером, мы всему научим</p> <p>•Желание много и активно общаться с интересными людьми</p> <p>•Позитивный взгляд на современный мир</p> <p>•Настойчивость</p> <p>•Умение слышать людей, получать удовольствие от достижения поставленных целей</p> <p><strong>Условия:</strong></p> <p>• home office</p> <p>• IP-телефония, CRM, обширная электронная база знаний менеджера</p> <p>• График работы с 9-00 до 18-00</p> <p>• Повышение квалификации за счет работодателя, постоянное сопровождение куратором и бизнес-тренером</p> <p>• Испытательный срок 2 месяца</p> <p>• Заработная плата: оклад + KPI + высокий % с каждого заключенного договора (верхней границы нет)</p>"
284,38399262,"<p>Банк ТОП-10 в поисках отличного программиста Python</p> <p><br /><strong>Обязанности:</strong></p> <ul> <li>Программирование на языке Python</li> </ul> <strong>Требования:</strong> <ul> <li> <p><strong>Python как основной язык проекта.</strong></p> <p>Понимание концепции и умение работать с REST</p> <p>Как минимум – понимание того, что такое Flask,RESTful, очень желательно – опыт работы с ними.</p> <p>Понимание концепций, знание и опыт работы с параллельным программированем (мультипроцессинг, async и т.п.)</p> <p>Опыт работы, понимание концепций docker</p> <p>Хорошее знание Linux</p> <p>SQL</p> <p>Git</p> <p>Понимание концепций devops, CI/CD</p> <p>Опыт разработки, поддержки и дальнейшего развития программных комплексов.</p> </li> <li> <p>Желательно:</p> <p>Spark, Scala, R, Java будут плюсом</p> <p>Понимание концепций, опыт работы в областиdata science, машинного обучения</p> <p>Знание и опыт работы с Bitbucket, Nexus, Jira – на уровне работы с REST API.</p> <p>Реляционные БД – postgresql, mysql</p> <p>Опыт работы с сервисами интеграции с AD</p> <p>Опыт работы с OpenShift/Kubernetes, TeamCity будет плюсом</p> <p>Nginx, Kafka</p> <p>React JS будет большим плюсом.</p> </li> </ul> <strong>Условия:</strong> <ul> <li>Комфортный офис в 5 минутах пешком от м. &quot;Кузнецкий мост&quot;;</li> <li>Возможность работы удаленно;</li> <li>Команда профессионалов, готовых делиться опытом;</li> <li>Социальный пакет, включающий ДМС, страхование выезжающих за рубеж и не только;</li> <li>Льготное кредитование, программа корпоративных скидок и не только;</li> <li>Профессиональные обучающие курсы и конференции в России и за рубежом.</li> </ul>"
285,38442043,"<p><strong>Обязанности:</strong></p><ul><li>Формирование и корректировка заказа товаров</li><li>Приемка товара со складов и от «сторонних» поставщиков</li><li>Отслеживание и списание товаров‚ подготовка и участие в проведении инвентаризаций в магазине</li><li>Отслеживание сроков годности товара</li><li>Консультация покупателей в зале</li></ul><p><strong>Требования:</strong></p><ul><li>Ответственность, дисциплинированность, внимательность</li><li>Наличие аналогичного опыта является преимуществом</li></ul><p><strong>Условия:</strong></p><ul><li>Оформление в соответствии с ТК РФ</li><li>Стабильная официальная заработная плата, выплата 2 раза в месяц</li><li>График работы 5/2, 2/2</li><li>Возможность подработки (работа по совместительству)</li><li>Социальные гарантии, оплата отпусков и больничных листов</li><li>Работа рядом с домом</li><li>Скидки в магазинах сети</li><li>Фирменная спецодежда</li><li>Возможность профессионального и карьерного роста, корпоративное обучение</li></ul>"
